channel_id,title,description,country,channel_published_at,uploads_playlist_id,topic_categories
UC95VofaZiQPFwRMaqPhLc0w,Nava Talk,A nava community Presents : Nava Talk. To Contact Us for Business Purposes: foodcurry58@gmail.com,LK,2022-04-03T14:35:48.864185Z,UU95VofaZiQPFwRMaqPhLc0w,https://en.wikipedia.org/wiki/Film|https://en.wikipedia.org/wiki/Entertainment
UCqShCHSDvCBKDN_GAsnLJmQ,iQ Meter by Wishwa Danuma,"iQ Meter - Wishwa Danuma | ලෝකය දකින අලුත්ම ඇස 👁️

සැඟවුණු අභිරහස්, විශ්මිත විද්‍යාත්මක සොයාගැනීම් සහ ජීවිතය වෙනස් කරන මනෝවිද්‍යාත්මක හා සෞඛ්‍ය රහස් එකම තැනකින්! iQ Meter යනු හුදෙක් තොරතුරු ගෙන එන නාලිකාවක් නොව, ඔබේ බුද්ධිය (IQ) තියුණු කරන සැබෑ 'දැනුමේ මීටරයයි'.

අපෙන් ඔබට ලැබෙන දේ:

🌌 Mystery & Science: NASA හෙළි නොකරන අභිරහස්, අභ්‍යවකාශය, AI සහ ලෝක බලවතුන් සඟවන රහස් පිළිබඳ විද්‍යාත්මක ගවේෂණ.

🧠 Psychology: මිනිස් මනසේ බලය, මතක ශක්තිය සහ අවධානය වර්ධනය කරන ක්‍රම හා සාර්ථකත්වයේ මනෝවිද්‍යාත්මක රහස්.

🌿 Health: නිරෝගී ජීවිතයකට අවශ්‍ය ස්වාභාවික සෞඛ්‍ය රහස් හා ඔබ නොදත් විද්‍යාත්මක සත්‍යයන්.

💡 Future: ලෝකයේ සිදුවන දැවැන්ත වෙනස්වීම් සහ අනාගතය දිනන බුද්ධිමත් ක්‍රම.

අපේ අරමුණ දත්ත සහ මූලාශ්‍ර සහිතව (Fact-checked) නිවැරදිම තොරතුරු සිංහලෙන් ඔබ වෙත ගෙන ඒමයි.

🚀 අලුත්ම වීඩියෝ නැරඹීමට iQ Meter දැන්ම Subscribe කරන්න!

#iQMeter #WishwaDanuma #MysterySinhala #ScienceSinhala #PsychologySinhala
",LK,2019-09-26T09:10:51Z,UUqShCHSDvCBKDN_GAsnLJmQ,https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCYf829WTg8Cpx_a-cPtgSQQ,M.C.U-தமிழ்,,LK,2022-05-08T14:58:51.524251Z,UUYf829WTg8Cpx_a-cPtgSQQ,https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCJPorwyXP29nZW95Gh-nrsw,Ronaldo Diaries,"Subscribe for Ronaldo!

Welcome to Ronaldo Diaries! Dive into the thrilling world of football through the lens of the greatest player of all time, Cristiano Ronaldo. Here, we bring you captivating stories, iconic moments, and the latest updates from the world of football, all inspired by the legendary career of CR7. Whether you're a die-hard Ronaldo fan or just love the beautiful game, this is your ultimate destination for football shorts and unforgettable memories. Join us on this exciting journey and experience football like never before!

Contact me - ronaldodiaries7@gmail.com",LK,2019-11-06T04:17:31.283416Z,UUJPorwyXP29nZW95Gh-nrsw,https://en.wikipedia.org/wiki/Association_football|https://en.wikipedia.org/wiki/Sport|https://en.wikipedia.org/wiki/Entertainment
UCu3jIK2NBSXc0_YaFqEuIrg,Kick Master FC,"Welcome to Kick Master! ⚽️🏆 

Every video is crafted with passion to bring you the best football content.
My goal is to make each moment exciting, unforgettable, and enjoyable for my viewers.

About Me:
I started this YouTube channel to support my education at university while sharing my love for football.

For inquiries or copyright/removal requests, please email kickmasteryt2004@gmail.com.
I’ll be happy to cooperate and will respond within 24 hours!

Want to submit your own content? Reach out to kickmasteryt2004@gmail.com!

Thank you for your support! Let’s make every kick count!",LK,2025-02-25T04:33:21.564836Z,UUu3jIK2NBSXc0_YaFqEuIrg,https://en.wikipedia.org/wiki/Association_football|https://en.wikipedia.org/wiki/Sport|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCNFDDKoTezuSWbIjjHA76xQ,TR Creativity,"Well come to my channel Be Creativity, satisfying video and tattoos 😍",LK,2022-12-23T14:19:08.114029Z,UUNFDDKoTezuSWbIjjHA76xQ,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Hobby
UC2gpLSHUrXCbWiaBwstZsjg,Chammi Imalka,"Hi,
I'm Chammi Imalka. This is my Youtube channel. I post here about baking, cooking, kitchen tips, cake designs, nail arts and  make up .... :-)",LK,2015-10-20T07:56:41Z,UU2gpLSHUrXCbWiaBwstZsjg,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Food
UCnPp3f0r4BywxwgAJqaH6QQ,The Coconut,"
Welcome to The Coconut,

“Equal justice under law is perhaps the most inspiring deal of our society, it is one of the ends for which our entire legal system exists. It is fundamental that justice should be the same, in substance and availability, without regard to economic status.” (U.S. Supreme Court Justice Lewis Powell, Jr.1907 – 1998)

Justice should be served among all different communities equally and fairly around the globe.


Join us, we'll see you in your Comment,


",LK,2021-10-31T12:46:31.177185Z,UUnPp3f0r4BywxwgAJqaH6QQ,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCe13xXtdfx_n0_z1qeXV6_g,M Entertainments,"Welcome to the official YouTube channel of Maharaja Entertainments   brought to you by Capital Maharaja Group with the  excellence of 93 years. Presenting you the ultimate entertaining content from Sinhalese, Tamil and English,our channel is open for the artists from different genres. Always having the concept of Artist Oriented nature,we proudly present all types of songs, movies and other video content and audio content. we are a library of masterpieces from more than five decades.The immortal voices from the Sri Lankan music industry are still in front of your eyes now. From classical lovers to the new trendsetters, we are providing a platform to empower the newest local artists to showcase their talent. Being the country’s largest music management and distribution company, now you can watch your favorite song at any time within a distance of a finger tip. Not only music,now we are known to be the leading film distribution company in the country. Subscribe,Enjoy and Stay connected!
",LK,2013-03-07T02:29:42Z,UUe13xXtdfx_n0_z1qeXV6_g,https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Music
UCsiJNM6kab7pDU6OnsskjAg,Daniel Shorts,"Hello, my name is Daniel and welcome to the channel! On this channel, we talk about people, animals, wholesome moments, and more. Here, we react and provide transformative commentary to add entertainment and highlight details you might otherwise miss. Our team spends over 3 hours per video editing to transform these clips into something the internet has never seen before! My edits include creative subtitles, transitions, sound effects, memes, and much more.

Clips are carefully collected and reacted to in an effort to maximize viewer satisfaction. We absolutely DO NOT re-upload or reuse content without any sort of transformative nature. 
",LK,2024-08-06T07:53:51.231276Z,UUsiJNM6kab7pDU6OnsskjAg,https://en.wikipedia.org/wiki/Film|https://en.wikipedia.org/wiki/Entertainment
UCGN3TM5lZQ1DAvMwI1LIc8Q,Nodutu Lokaya - නොදුටු ලෝකය ,"I can proudly say that this is Sri Lanka's top educational channel. Since 2014 of June 13th, I uploaded hundreds of educational videos, especially about astronomy and science. In Sri Lanka, there are only a handful of channels that are talking about astronomy.  Anyone who reads comments on my channel may understand how much people admire that.  

All of my videos are created by me.  Usually, it takes almost a day to create a new video because it is not an easy task to collect information from trusted sources. The voice you hear in those videos Is also mine. 

Ever wonder how I edit videos? I use many editing programs such as After Effects, Premiere Pro, Audacity and Explanido.  As you noticed, with these programs I create special animations to give you a better understanding. 

I have only one purpose in my mind. To give you a good knowledge about the space, universe, and science.",LK,2014-01-13T16:38:10Z,UUGN3TM5lZQ1DAvMwI1LIc8Q,https://en.wikipedia.org/wiki/Society
UCrVkiG6Tt5y-yNjFOOGdb3Q,Bandi Full,"Bandifull- Simple Cooking, Premium taste ",LK,2020-03-21T14:29:01.13147Z,UUrVkiG6Tt5y-yNjFOOGdb3Q,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Food
UCZWbuCJ-SV3QpxRvgEXGByQ,Birdy ASMR,"Hi..!! I am Birdy ASMR
All of you are warmly welcome to my channel.

I am an animated content creator on you tube, you can enjoy watching ASMR Medical treatment videos on my channel. Most of these videos are created based on some accurate incidents. If you enjoy watching my videos don't forget to subscribe me and hit the like button. Your valuable comments are highly appreciated and it will be a huge motivation for me.

Thank you....!  
",LK,2022-09-20T04:57:21.813489Z,UUZWbuCJ-SV3QpxRvgEXGByQ,https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Film
UCU5WmQA3Ur1Yriw5pMqoBNQ,FactsVibe,"Welcome
We are dedicated to creating high-quality, transformative content. Every video is a product of immense effort, crafted with professional tools like CapCut, DaVinci Resolve, and After Effects.
The editing process alone takes 6-7 hours daily. Including research and scripting, we invest 12-15 hours every day to ensure each video meets the highest standard.

Disclaimers:
Fair Use: All media is used under the Fair Use doctrine for commentary, criticism, and educational purposes. We strive to add unique value and transformative commentary to all works used.
Safety: All stunts and actions are performed for educational and entertainment purposes only. Please do not attempt to replicate them.
",LK,2025-02-01T11:02:00.916462Z,UUU5WmQA3Ur1Yriw5pMqoBNQ,https://en.wikipedia.org/wiki/Film|https://en.wikipedia.org/wiki/Entertainment
UCEuz_HGv5er0LZsztjO4g5Q,Buddhist Path - දෙලොවම සුවපත්වන බුදු බණ,"🙏 Buddhist Path – දෙලොවම සුවපත්වන බුදු බණ 🙏

Welcome to Buddhist Path, a peaceful spiritual YouTube channel dedicated to sharing the timeless teachings of Lord Buddha. Through powerful Sinhala Bana sermons, calming Dharma discussions, meditation guidance, and inspiring Buddhist content, this channel helps people find inner peace, happiness, mindfulness, and spiritual strength. 🌿

In today’s stressful world, Buddha’s teachings continue to guide people toward a meaningful and peaceful life. Our mission is to spread compassion, wisdom, kindness, and positive thinking through the sacred Dhamma. Listening to these teachings can help reduce stress, control anger, heal the mind, and bring peace to both this life and the next

#BuddhistPath #Buddhism #BuduBana #Dhamma #SinhalaBana #Meditation #Mindfulness #InnerPeace #Spirituality #BuddhaTeachings #PeacefulLife #SriLanka
",LK,2018-09-15T11:28:07Z,UUEuz_HGv5er0LZsztjO4g5Q,https://en.wikipedia.org/wiki/Religion|https://en.wikipedia.org/wiki/Society
UCu_V8lfzyGspxP-LNFowW9w,eTunes,,LK,2014-10-07T06:23:07Z,UUu_V8lfzyGspxP-LNFowW9w,https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Music|https://en.wikipedia.org/wiki/Pop_music
UCu7cGbQEMgGk8TD0ZYucM5g,Shraddha TV,"
Shraddha TV can be watched twenty-four hours a day via Peo TV channel number 99 and Dialog TV channel number 27 in Sri Lanka. The live streaming can be watched worldwide via youtube and www.shraddha.lk/tv as well.

You can also contribute to this meritorious deed of gifting dhamma.
Bank: Sampath Bank, Kaduwela Branch.
Account Name: ""Shraddha Media Network""
Account No: 016 2 100 00 910

Shraddha TV Address: No 369, Shraddha Media Network, Hewagama, Kaduwela 
Telephone: (+94)112 571 471 
Fax:  (+94)112 548 400 
Email: Info@shraddha.lk 
ලක්විරු ගුවන් විදුලිය: (+94) 71 214 8888
ශ්‍රද්ධා ධර්මදාන:  (+94)71 437 4904
දායකත්ව ධර්ම දේශනා: (+94)71 232 8887
සමාජ සත්කාර අංශය: (+94)71 437 1522
අධ්‍යාපන ශිෂ්‍යත්ව: (+94)71 232 8883
පිවිතුරු පැන් පූජා: (+94)70 643 2836
ශ්‍රද්ධා අභය දාන: (+94)70 643 2836
ශ්‍රද්ධා වෙබ් අඩවිය: (+94)71 775 47 37



",LK,2012-09-30T21:09:51Z,UUu7cGbQEMgGk8TD0ZYucM5g,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Religion
UCtZO2c3i1PrtwyeaxaIYHKA,Keepest,Enjoy my videos 😍,LK,2023-07-08T09:46:53.477096Z,UUtZO2c3i1PrtwyeaxaIYHKA,https://en.wikipedia.org/wiki/Humour|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Film
UCvsksEXBnVKBj0QiQ6cnTdw,Tools Garage,"At Tool Garage, we are passionate about all things welding. From sharing welding tips, tricks and techniques to exploring DIY projects, homemade tools, reusing waste and offering life hacks, our channel covers it all.",LK,2018-10-12T14:52:12Z,UUvsksEXBnVKBj0QiQ6cnTdw,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Hobby
UC0RX5hQE6UpHTjfub4NZSPg,Hari Tv,Television channel,LK,2017-05-23T08:52:47Z,UU0RX5hQE6UpHTjfub4NZSPg,https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Television_program
UCHwfjlJXhLKCNsuw2VXr6ig,Cyber Clinic,"sinhala medical and health channel. consist of interviews on common important illnesses with specialist doctors.
Topics on  - life style medicine ,cosmetic medicine, child psychology, healthy food habits  and  current health issues are discussed.
",LK,2020-11-20T13:57:25.274058Z,UUHwfjlJXhLKCNsuw2VXr6ig,https://en.wikipedia.org/wiki/Health|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UC7OJJA9sk3SCcatYvhC1_cg,Restoration of Everything,,LK,2019-01-02T12:42:33Z,UU7OJJA9sk3SCcatYvhC1_cg,https://en.wikipedia.org/wiki/Vehicle|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCGB1U55Jf7bp7knbUhCCTMA,Live at Sri Lanka,"ඇත්ත දැනගන්න ස්වර්ණවාහිනී පුවත් නරඹන්න Live at Sri Lanka Youtube නාළිකාව දැන්ම Subscribe කරන්න 
👉 https://www.youtube.com/channel/UCGB1U55Jf7bp7knbUhCCTMA?sub_confirmation=1

FOLLOW US ON:
🔹Facebook: https://www.facebook.com/liveatsrilanka
🔹Instagram: https://www.instagram.com/liveatsrilank
🔹TikTok: https://www.tiktok.com/@liveatsrilanka
🔹Website: https://liveatsrilanka.lk

#LiveatSriLanka #SwarnavahiniNews #lka 

",LK,2015-11-10T11:39:24Z,UUGB1U55Jf7bp7knbUhCCTMA,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Politics
UCbkMFGQ_RWIf0OiYeOpf6Ng,TV Derana LIVE,Tv Derana - Sri Lanka's Premium Entertainment Channel,LK,2014-04-02T04:34:06Z,UUbkMFGQ_RWIf0OiYeOpf6Ng,https://en.wikipedia.org/wiki/Television_program|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Film
UCNbM4dl9kN5KDpmDdAW6zOg,Artzy,"About me:
If you're new, Hi 
This is an art and drawing channel. I always try to make satisfying arts and crafts. I post a video daily. I show how to draw shade and paint to improve your skills and ideas on essential techniques. The latest trends and exciting crafts in short videos.
-Satisfying arts and crafts 
-Scenery drawings
-ASMR 
-Instructions for drawings
-Simple tricks and tips for satisfying art
",LK,2023-06-15T13:41:24.981628Z,UUNbM4dl9kN5KDpmDdAW6zOg,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Hobby|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Video_game_culture|https://en.wikipedia.org/wiki/Film|https://en.wikipedia.org/wiki/Action_game
UCTcATaNqlaCF4zkZp29BJRQ,Blok & Dino,This is the official YouTube channel dedicated to comedians Gehan Blok and Dino Corera.,LK,2018-11-09T08:30:33Z,UUTcATaNqlaCF4zkZp29BJRQ,https://en.wikipedia.org/wiki/Film|https://en.wikipedia.org/wiki/Entertainment
UC9sglGVfDEqPRb-AJgE4r1g,Naifm,"Welcome Everyone

""Naifm""  Thanks for visiting Official YouTube channel 

Sri Lanka Latest News, Gossip Portal

Thank You All !!! 

Contact Gmail : naifmvideos@gmail.com  Facebook : Naifm 

",LK,2014-08-03T04:52:36Z,UU9sglGVfDEqPRb-AJgE4r1g,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Politics
UCAH7R88V7gz7RqJv78nNOzg,Swarnavahini Digital,"ස්වර්ණවාහිනී සියළුම වැඩසටහන් නරඹන්න Swarnavahini Digital Youtube නාළිකාව දැන්ම Subscribe කරන්න 
👉 https://www.youtube.com/channel/UCAH7R88V7gz7RqJv78nNOzg?sub_confirmation=1

FOLLOW US ON:
🔹Facebook: https://www.facebook.com/swarnavahini  
🔹Instagram: https://www.instagram.com/swarnavahini.tv
🔹TikTok: https://www.tiktok.com/@swarnavahinisl
🔹Website: https://swarnavahini.lk

#Swarnavahini #SwarnavahiniDigital
",LK,2017-01-02T04:46:04Z,UUAH7R88V7gz7RqJv78nNOzg,https://en.wikipedia.org/wiki/Television_program|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Film
UCjjl50eFDiwDAWeGLvQqMiA,Nimesh Academy,"
For official Purposes , Sponsorships & Offers , Contact me
manilkanimesh23@gmail.com
",LK,2018-10-30T04:55:49Z,UUjjl50eFDiwDAWeGLvQqMiA,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Technology
UCbLcppYDPaXh-SLaYadLJ2g,Evoke Music,"Evoke Music, a proud division of Evoke International Limited, serves as Sri Lanka's ultimate destination for music lovers seeking quality in both classical and contemporary genres...
Subscribe & Follow Evoke Music to get your regular dose of exceptional music and video releases!
",LK,2012-08-02T14:32:31Z,UUbLcppYDPaXh-SLaYadLJ2g,https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Music
UCOB66xjgJe-D8jq7579BOwA,Shanudrie,"Welcome to my official YouTube channel. 
Work | Lifestyle | Everything else 

Subscribe to keep in touch ♥️

",LK,2014-02-14T11:53:53Z,UUOB66xjgJe-D8jq7579BOwA,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
UCVz1bXiY1pz6Fz_Osm0YYBA,Anoma's Kitchen,"Hello Everyone! I'm Anoma Wijetunga. And this is my Official Youtube Channel: Anoma's Kitchen, Started on July 30th 2016.The best place for delicious and authentic Sri Lankan recipes with easy to follow steps.

I believe that the young generation is getting further and further away from the kitchen and are eating out most of the time. My goal is to get the young generation of Sri Lanka interested Not only in Sri Lankan And International Cooking, but also in Easy Cooking.  I hope to make their busy lives much more convenient and also promote the love of cooking based on my personal experience. I hope you enjoy this Channel and start to fall in love with cooking. 

Happy Cooking!
Anoma, with Love.",LK,2013-01-11T14:53:30Z,UUVz1bXiY1pz6Fz_Osm0YYBA,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Food
UC6MkngMDyobFNaXOZR0ukyQ,C ONLINE EDUCATION,"Motivation and inspiration with Education💯

Sinhala & English  Motivation shorts

Welcome to  C ONLINE EDUCATION Chanel.

Our Channel Delivers Dynamic Motivational Videos Covering Inspiring Speeches, Heartfelt Stories, Personal Growth, Self-Discovery, and Beyond.""

⭕Promotion Post.📧 
ceducationonline@gmail.com

Our educational content 

motivational status 
sigma
quotes reels 
short notes download
motivation shorts
G.K shorts
facts shorts
Education videos
O/L & A/L exam 
map marking  

#motivation #sigma #quiz #motivational  #shortsfeed #gk #facts #fact #factshorts #education #educationalvideo #educação #educationalquiz #educationalfact #educationalfacts #pastpapers #shortnotes #ol #al #olexam #alexam #motivationsinhala #map #knowledge #information #world #geography #textbook #today #india #srilanka #englishquiz #sinhala #how #what #when #shortnotes #study #shorts #short #studymotivation #studytips #download #shortsfeed #youtubeshorts #shorts #fyp #reels #exam #viral #sad #trending #fy",LK,2021-10-15T18:55:16.857132Z,UU6MkngMDyobFNaXOZR0ukyQ,https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Music
UCoQOQFHBsBAhobpI8NradTA,SL Idea,Thanks for visiting and make sure to subscribe and join with us,LK,2019-11-16T06:01:57.024814Z,UUoQOQFHBsBAhobpI8NradTA,https://en.wikipedia.org/wiki/Society
UCGwSu8n08wtb7RVacaPs9Tw,Saranga - Dinakshie Online,Official YouTube Channel of Saranga Disasekara & Dinakshie Priyasad,LK,2018-08-24T03:25:49Z,UUGwSu8n08wtb7RVacaPs9Tw,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Entertainment
UC_dr25YJaGIFQtA8D0RTjOQ,Social Art Studio,"Hey, I'm Nisha (Founder of Social Art Studio). Thanks for visiting and make sure to SUBSCRIBE and join with us for daily Mehndi Art Videos.

⭕ For sponsorships -
      Email: nsdsbit@gmail.com


vRlfXK
",LK,2021-04-25T16:52:50.011978Z,UU_dr25YJaGIFQtA8D0RTjOQ,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Hobby
UCVpjudnF83VEmqVBLNG1rbg,Waruni's Kitchen,"Hi all, welcome to my YouTube channel “Waruni’s Kitchen”,  my first cooking video channel in which I have shown up most of the delicious and uncommon cooking methods. Background for this video channel backed by the experience I got while traveling across different countries . Been into different cultures and societies pushed me to create this video channel where the in born talents I gained from my mom thrived me so often as well.

Hope the recipes found in this video will help you in cooking your delicious and favorites. Be in touch with the channel as it will bring more uncommon trends and all for you.",LK,2013-01-06T10:06:14Z,UUVpjudnF83VEmqVBLNG1rbg,https://en.wikipedia.org/wiki/Lifestyle_(sociology)|https://en.wikipedia.org/wiki/Food
UCfdBd-9WWZUv1h7d80Omy8g,Truth with Chamuditha,"සමාජයේ ඇති ඔබ නොදකින ඇත්ත, සාකච්ඡාවට ලක් කිරීම Truth with Chamuditha නාලිකාවේ පරමාර්ථයයි. ශ්‍රී ලංකාවේ ප්‍රවීනතම රූපවාහිනී දේශපාලන වැඩසටහන්  නිවේදකයකු වන චමුදිත සමරවික්‍රම විසින් කාලීන මාතෘකාවන් ඔස්සේ වැඩසටහන මෙහෙයවනු ලබයි.",LK,2020-04-19T15:07:14.07701Z,UUfdBd-9WWZUv1h7d80Omy8g,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Politics
UCdvzidU6j1UdUBhaEw-LLuQ,Dhanush Vlogs SL,"ආයුබෝවන් !!

The Dhanush Vlogs SL YouTube channel is Copyright ©2022 by Dhanush Vlogs (Pvt) Ltd. 

ධනුෂ් නාලිකාවේ අරමුණ ඔබේ ජීවිතයට හරවත් වචන දායාද කිරීමයි.
ජීවිතය, ආදරය, සමාජය මේ සියල්ල ගැනම,සියුම් තැනක සිට කරනා හරවත් කතා බහක්.
මේ වැඩසටහන් සියල්ලම ඔබට සමහර විට ගැලපෙන්නේ නැතුව ඇති,නමුත් එක් වැඩසටහනකින් හෝ ඔබේ ජීවිතයට ගතයුතු කරුණක් ඇත.
ඒ නිසා මේ නාලිකාවේ අන්තර්ගත කරුණු වලින් ඔබේ ජීවිතය එලිය කරගන්න.එය අපේ බලාපොරොත්තුව සහ එකම සතුටයි 

ලස්සන ආදරණිය දවසක් ඔබට 

ධනුෂ් 


For business inquiries 0775016611

🔹  ✅ Like   ✅ Share   ✅ Comment   ✅ Subscribe
""Dhanush Vlogs SL"" Subscribe කරලා 🔔 සීනු ලකුන ඔබන්න.
Subscribe කරලා එකතු  වුනු හැමෝටම ස්තුතියි !!

මෙම නාලිකාව විසින් ඉදිරිපත් කරන ලද වැඩසටහන් වල සම්පත් දායකයා ලබාදෙන දත්ත හා තොරතුරු වල සම්පුර්ණ වගකීම ඔහු සතු වේ. 
එම තොරතුරු හුදෙක් පර්යේෂණය හා අවබෝධය අරඹයා ඉදිරිපත් කර ඇත.
මෙම කරුණු මගින් කිසිවෙකුට හෝ කිසිදු විශ්වාසයකට අවමාන කිරීම මෙම නාලිකාවේ අරමුණ නොවේ.
",LK,2019-07-13T00:53:26Z,UUdvzidU6j1UdUBhaEw-LLuQ,https://en.wikipedia.org/wiki/Society
UCvoMClO68wGoV5Fvu0KRiqA,Ape Pansala - අපේ පන්සල,"අපේ පංසල "" ශ්‍රී ලංකාවේ මෙන්ම, විදෙස් රට වල ජීවත් වන බොදු ජනයාගේ හිතසුව පිණිස පවත්වාගෙන යන බෞද්ධ හා දේව විස්වාසී  යූටියුබ් නාලිකාවකි. ඔබට ඇතිවන සියලු දෝෂ දුරුවී සෞභාග්‍ය අත්වී ජීවිතය සාර්ථක කරලීමට අවශ්‍ය අධ්‍යාත්මික සුවය  වෙනුවෙන් අප කැපවෙන්නෙමු. 

එමෙන්ම මෙම නාලිකාව හරහා ලැබෙන ආදායමෙන් කොටසක් අවශ්‍යතා ඇති පුද්ගලයන් වෙනුවෙන් උපකාර කිරීමට අපි ලබා දෙන්නෙමු. ඒ සියලු පින් ද  ""අපේ පංසල "" ශ්‍රාවක ඔබට අනුමෝදන් කිරීමට අප පසුබට නොවන්නෙමු. 

ඔබ සියලු දෙනාටම තෙරුවන් සරණයි. 🙏🙏🙏


Contact No. ~ 077 5196538

Our Temple is a Buddhist and God-fearing YouTube channel run for the benefit of Buddhists living in Sri Lanka as well as abroad.

We also donate a portion of the proceeds from this channel to help people in need. We would not hesitate to approve all those merits to you in ""Our Temple"" Shravaka.

May the Triple Gem bless you all. ⁇




Tik Tok Link - https://www.tiktok.com/@ape_pansala_official?_r=1&_t=ZS-96zLnk9Tamy",LK,2015-11-19T18:19:13Z,UUvoMClO68wGoV5Fvu0KRiqA,https://en.wikipedia.org/wiki/Society|https://en.wikipedia.org/wiki/Religion
UCcbOsE5_4LEjtQi8X2PFxDw,Hiru Star,"A UNIQUE format that promises to be the
The evolution of LIVE TELEVISION in Sri Lanka
as for the FIRST TIME ever, the audience will watch a show with LIVE VOTING as it Happens,
when it Happens!

HIRU STAR is a Reality Television Singing Competition where for the first time in Sri Lanka the show marks the real-time voting by the viewers via an innovative free App

In contrast to other singing TV Reality shows which feature a cast of celebrity judges, Hiru Star features a cast of celebrity experts and ELEVATES the viewers at home to be the JUDGES.
",LK,2018-04-19T05:57:08Z,UUcbOsE5_4LEjtQi8X2PFxDw,https://en.wikipedia.org/wiki/Pop_music|https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Music|https://en.wikipedia.org/wiki/Television_program|https://en.wikipedia.org/wiki/Entertainment
UC0RxmX79uHOBvSKKYAQ7Axg,WANESA TV,"0777618418 - Sanjeewa -  ""Wanesa TV"" 

 Wellcome Everyone
""Wanesa TV""  Thanks for visiting Official YouTube channel 

Contact Phone : +94777618418  
Gmail : youturnmedialk@gmail.com  
Facebook : Sanjeewa rathnayake 


SANJEEWA RATHNAYAKE (Journalist)
මාධ්‍යවේදී - සංජීව රත්නායක",LK,2020-08-10T15:15:58.282985Z,UU0RxmX79uHOBvSKKYAQ7Axg,https://en.wikipedia.org/wiki/Society
UCwrJnrHM2qRjjiSVk1nlx4Q,Oshan Liyanage Dance,"Welcome to the official YouTube channel of Oshan Liyanage Dance Crew! 

Dive into a world of rhythm, creativity, and breathtaking performances. 

Our channel brings you a diverse range of dance content, from energetic music video choreography to captivating live event performances.

Here, you'll find:

Electrifying dance routines and original choreography
Performances across multiple dance styles and genres
Dance Covers & Music Video Dances
Insights into our dance studio's activities and student showcases

  Let's dance our way through the rhythm of life together! 
",LK,2011-10-31T10:49:33Z,UUwrJnrHM2qRjjiSVk1nlx4Q,https://en.wikipedia.org/wiki/Music|https://en.wikipedia.org/wiki/Entertainment|https://en.wikipedia.org/wiki/Performing_arts|https://en.wikipedia.org/wiki/Music_of_Asia|https://en.wikipedia.org/wiki/Lifestyle_(sociology)
