video_id,channel_id,title,description,tags,published_at,category_id,category_name,duration,definition,caption,default_audio_language,default_language,thumbnail_url,made_for_kids
0PK_igMt2Vo,UCn0XmAUFv6d2tofMFEesSNw,Ahankara Adare (අහංකාර ආදරේ) | Episode 65 | 17th July 2026 | Sirasa TV,"ලංකාවේ ජනප්‍රියම ටෙලිනාට්‍යය සහ වැඩසටහන් නැරඹීමට #SirasaTV Youtube නාලිකාව දැන්ම Subscribe කරන්න 
👉 www.youtube.com/@SirasaOfficial

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡 
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 - https://www.facebook.com/sirasatvlk
*𝗜𝗻𝘀𝘁𝗮𝗴𝗿𝗮𝗺 - https://www.instagram.com/sirasatv.lk 
*𝗧𝗶𝗸𝗧𝗼𝗸 - https://www.tiktok.com/@sirasatv
*𝗧𝘄𝗶𝘁𝘁𝗲𝗿 - https://www.twitter.com/sirasatvlk 
*𝗪𝗲𝗯 - https://www.sirasatv.lk
*𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸  - https://www.facebook.com/SirasaDrama

#AhankaraAdare #SirasaTV #ThePeoplesChannel #lka",sirasa tv|sirasa tv live|live sirasa tv|sirasa tv live now|sirasa tv today|sirasa tv channel|sirasa tv channel live|sirasa tv live online|sirasa|sirasa youtube|sirasa live|sinhala teledrama|sirasa drama|Ahankara Adare teledrama|Ahankara Adare sirasa|sirasa Ahankara Adare|Ahankara Adare episode|Ahankara Adare|sirasa tv teledrama|sinhala drama|ahankaraadare|අහංකාර ආදරේ|ආදරේ අහංකාර|Anjali Jayasinghe|Sachin Liyanage|jenat anthony|ahankara adare today,2026-07-17T15:45:06Z,24,Entertainment,PT20M50S,hd,false,si,si,https://i.ytimg.com/vi/0PK_igMt2Vo/hqdefault.jpg,False
6khqYTpjgCI,UCgnFSj7jQffD5V5m05j4dPw,"අගමැතිවරියගේ ප්‍රධානත්වයෙන් අති උත්කර්ෂවත්ව පැවති, කැපිටල් මහරාජා සමූහයේ වාර්ෂික මහ සමුළුව...","#CMG #capitalmaharajagroup #excectiveoftheyear #stainstudio #News1st #EOTY
අගමැතිවරියගේ ප්‍රධානත්වයෙන් අති උත්කර්ෂවත්ව පැවති, කැපිටල් මහරාජා සමූහයේ වාර්ෂික මහ සමුළුව...

Newsfirst.lk is a leading news website in Sri Lanka that provides a wide range of news and information on current events, politics, sports, weather, exams, business, entertainment, and world news. The website is known for its comprehensive coverage of breaking news and top stories from around the country and is a reliable source of up-to-date news and information. In addition to its news coverage, Newsfirst.lk also offers a variety of features and multimedia content, including video reports, podcasts, and photo galleries. Overall, Newsfirst.lk is an excellent resource for staying informed about the latest developments in Sri Lanka and around the world.


👉 Facebook Channel: https://m.me/j/AbaQ5X0ZEJrNW3q2/
👉 Whatsapp Channel එකට එකතු වෙන්න https://news1st.lk/WhatsappChannel
👉 Subscribe us: https://www.youtube.com/NewsFirstSrilanka

👉 JOIN US 
📌 Whatsapp - https://news1st.lk/whatsappg9
📌 Telegram - https://news1st.lk/Telegram  
📌 Viber - https://news1st.lk/viber  

👉 FOLLOW US    
📌Instagram - https://news1st.lk/instagram 
📌Youtube - https://news1st.lk/youtube 
📌Twitter - https://news1st.lk/twitter 
📌Tiktok - https://news1st.lk/tiktok 
📌Facebook - https://news1st.lk/facebook



Web: www.newsfirst.lk
Email: contact@newsfirst.lk
Telephone: +94 114792700

#News1st #SirasaTV #SirasaNews #BreakingNews #NewsLive #NewsfirstDigital #WithThePeople #NewsAtSeven #NewsAtTen  #WeReportYouDecide",breaking news sri lanka|cricket sri lanka|English news|Investigative journalism|Live streaming|sirasa news|sirasa tv|sri lanka|Sri Lanka news|Sri Lanka politics|Sri Lanka sports|TV news|ලංකා නිවුස්|ශ්‍රී ලංකා ප්‍රවෘත්ති|සිංහල නිව්ස්|news1st|Newsfirst Sri Lanka|Breaking News|Sri Lanka News Today|Sri Lanka News Live|Sri Lanka News Sinhala,2026-07-17T15:14:06Z,22,People & Blogs,PT15M29S,hd,false,si,si,https://i.ytimg.com/vi/6khqYTpjgCI/hqdefault.jpg,False
3eN8h-_xlJ4,UCOtYyt7W5PmPnwQjWWF_Z-Q,ආගන්තුක ස්නේහය | Hiru Tele සිනමා සිත්තම,"ආගන්තුක ස්නේහය | Hiru Tele සිනමා සිත්තම
සෙනසුරාදා  උදෑසන 10.00 ට හිරු TV තුළින්...
#HiruTV #HiruTVLK #HiruTeleFilm",hiru tv|hiru tv digital|hiru tv sri lanka|hiru tv live|hiru tv official|hiru tv lk|hiru tv dramas|hiru tv teledramas|dramas hiru tv|teledramas hiru tv|hiru dramas|hiru teledramas|hiru tv programs|hiru tv drama clips|paata kurullo|hiru tv paata kurullo|ron soyaa|hiru tv ron soyaa|akurata yana welawe|podi waddo|happy hour|agara dagara|copy chat|Hiru Kumaru Adare Genalla|Amma|Tharu Adare|Sri Lanka Teledrama|Hiru TV Teledrama,2026-07-17T07:00:30Z,24,Entertainment,PT1M12S,hd,false,si,si,https://i.ytimg.com/vi/3eN8h-_xlJ4/hqdefault.jpg,False
dQ4Q5mYVv38,UCckltLEhFLv8Xz_lQhYfwmg,"""ආණ්ඩුවට කියන තරම් ජනප්‍රියභාවයක් තියෙනවා නම් පළාත් සභා ඡන්දයකට යන්න!"" - Hiru News","""ආණ්ඩුවට කියන තරම් ජනප්‍රියභාවයක් තියෙනවා නම් පළාත් සභා ඡන්දයකට යන්න!"" - ""අධිකරණ ඇමතිගෙ ප්‍රකාශයන්ම ප්‍රමාණවත් විශ්වාසභංගයක් ගේන්න"" - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-16T21:02:01Z,25,News & Politics,PT14M45S,hd,false,si,si,https://i.ytimg.com/vi/dQ4Q5mYVv38/hqdefault.jpg,False
glBtukoqC7w,UCckltLEhFLv8Xz_lQhYfwmg,රජයටම දෙන්න ඕන කියලා නියමයක් නෑ! පෞද්ගලික අංශයටත් වී දෙන්න! - Hiru News,"රජයටම දෙන්න ඕන කියලා නියමයක් නෑ! පෞද්ගලික අංශයටත් වී දෙන්න! - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-17T16:14:50Z,25,News & Politics,PT39S,hd,false,si,si,https://i.ytimg.com/vi/glBtukoqC7w/hqdefault.jpg,False
XeQ60LlsXj0,UCu7cGbQEMgGk8TD0ZYucM5g,"සසර ගමන වෙනස් කළ ආදර කතාවක් | උපක, චාපා  දැන් STV Animation Studio යූටියුබ් නාලිකාව තුළින්....","#උපකචාපා #අතරමංනොවූප්‍රේමයක් #UpakaChapaStory #theri_gatha #gatha #STVAnimationStudio #UpakaChapa #Sinhalasongs #SinhalaAnimation #CartoonSinhala #AnimatedStorySinhala

සසර ගමන වෙනස් කළ ආදර කතාවක් | උපක, චාපා (Upaka, Chapa Story) | STV Animation Studio

📎 මෙම සබැඳියෙන් පිවිසෙන්න -  https://youtu.be/fppsi2k13vI

𝗙𝗢𝗟𝗟𝗢𝗪 𝗨𝗦 𝗢𝗡
» Subscribe to us on YouTube: https://www.youtube.com/@ShraddhaTV 
» Watch Shraddha TV Live: https://www.youtube.com/ShraddhaTVLive/live/
» Like us on Facebook: https://www.facebook.com/shraddhatv
» Follow us on TikTok: https://www.tiktok.com/@shraddha.tv 
» Follow us on Instagram: https://www.instagram.com/shraddha.lk 
» Follow us on Whatsapp Channel: https://whatsapp.com/channel/0029Va9PzK459PwNwulW783A 
» Visit Our Website: https://www.shraddha.lk
» Monthly Donation Membership: https://tinyurl.com/shraddhadonations

Shraddha TV can be watched twenty-four hours a day via Peo TV channel number 99 and Dialog TV channel number 27 in Sri Lanka, and Freesat Channel 29. The live streaming can also be watched worldwide via Youtube and www.shraddha.lk/tv.

You also can contribute to this meritorious deed of gifting dhamma.
Bank: Sampath Bank, Kaduwela Branch.
Account Name: ""Shraddha Media Network""
Account No: 016 2 100 00 910

Tel: +94 112 571 471, Fax +94 112 54 84 00
info@shraddha.lk / www.shraddha.lk

ශ්‍රද්ධා YouTube චැනලයේ වීඩියෝ සදහා කතෘ අයිතිය ලබාගෙන ඇති බැවින් ඒවා නැවත YouTube ඔස්සේ පල කිරීමෙන් ඔබගේ YouTube චැනලයට YouTube Copyright Strikes ලැබිය හැකි බව කරුණාවෙන් සලකන්න. 

Kindly note that if you re-upload the videos from this YouTube channel on YouTube, you will receive ""YouTube Copyright Strikes"" as Shraddha TV holds the copyright for those videos.

©️ Shraddha Media Network  -  All Rights Reserved 2025",#3danimation|#STVAnimationStudio|#3d|#Animation|cartoon sinhala|jathaka katha|sri lanka 3d cartoon|කතන්දර|පොඩිත්තන්ට|පන්සියපනස් ජාතකය|Animation|lama katha|lama cartoon|podi lamainge cartoon|සිංහල ළමා කතා|සිංහල කාර්ටුන්|ලපටි සිනා|lapati sina|kathandara|katun sinhala|movie hindi|Hindi Rhymes|kids cartoons|2D|කාටූන්|ජාතක කතා|subtitle|cc|english|hindi|උපක චාපා|Upaka|Chapa,2026-07-17T12:00:39Z,27,Education,PT2M3S,hd,false,si,si,https://i.ytimg.com/vi/XeQ60LlsXj0/hqdefault.jpg,False
zfIb8h3ivt4,UCckltLEhFLv8Xz_lQhYfwmg,කටුනායක දී පොලිසියට වෙඩි තැබූ සැකකරුට රැඳවුම් නියෝග - Hiru News,"කටුනායක දී පොලිසියට වෙඩි තැබූ සැකකරුට රැඳවුම් නියෝග - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-16T18:47:58Z,25,News & Politics,PT34S,hd,false,si,si,https://i.ytimg.com/vi/zfIb8h3ivt4/hqdefault.jpg,False
9Yh8XiObzmM,UCCK3OZi788Ok44K97WAhLKQ,සලේගේ පෙත්සමට මැදිහත් වෙන්න | කාදිනල්තුමා ඉඩ ඉල්ලයි | Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026,2026-07-17T02:08:26Z,25,News & Politics,PT1M25S,hd,false,si,si,https://i.ytimg.com/vi/9Yh8XiObzmM/hqdefault.jpg,False
rocN7FHW-0U,UCCK3OZi788Ok44K97WAhLKQ,පාසල් සිසුවෙක් යොදා සිදුකළ මත්ද්‍රව‍්‍ය ජාවාරමක් හෙළිවෙයි | Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026,2026-07-17T17:24:25Z,25,News & Politics,PT45S,hd,false,si,si,https://i.ytimg.com/vi/rocN7FHW-0U/hqdefault.jpg,False
uGXwAiSZ8R4,UCRDDfbYPHX_GUJ4lcQYTc8A,Kolamba Kattiya (කොළඹ කට්ටිය) | Episode 56 | 17th July 2026 | TV Derana,"Kolamba Kattiya (කොළඹ කට්ටිය) | Episode 56 | 17th July 2026 | TV Derana

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDD...

Director : Jayaprakash Sivagurunadan

Script : Saddha Mangala Sooriyabandara

Produce : Chethani Wijethunga | Janaka Idippilige

Cinematography : Thusitha Anuradha

Editor : Wiranga Katipearachchi

Music : Vihanga Muthuthanthrige

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaoffi...
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #KolambaKattiya #කොළඹකට්ටිය",TV Derana|Derana TV|Derana Teledramas|DeranaLK|TV Derana Offcial|Derana Programs|Derana Viral Clips|Tv Derana New|Kusal Maduranga|Madushan Hathlahawatta|Shenaya VanHoff|Nino Araliya Jayakodi|Dusheni Miurangi|Sujani Maduwanthi|Jagath Muthukumarana|Rathnalalani Jayakodi|kolaba kattiya|Derana New Drama|Derana Teledrama|kolaba kattiya today|කොළඹ කට්ටිය|colombo kattiya teledrama|Kolamba Kattiya (කොළඹ කට්ටිය) | Episode 56 | 17th July 2026 | TV Derana,2026-07-17T16:00:07Z,24,Entertainment,PT20M25S,hd,false,en,si,https://i.ytimg.com/vi/uGXwAiSZ8R4/hqdefault.jpg,False
6MohYExak8U,UCRDDfbYPHX_GUJ4lcQYTc8A,පොත් කියවනවා වගේද tik tok 😕| Kolamba Kattiya,"පොත් කියවනවා වගේද tik tok 😕| Kolamba Kattiya
Episode 👉 https://youtu.be/ziBMdf37iEU

Watch TV Derana Programmes & More Updates
https://www.youtube.com/channel/UCRDDfbYPHX_GUJ4lcQYTc8A

Follow us on
🔗 Facebook 👉🏼 https://www.facebook.com/tvderanaofficial
🔗 Instagram 👉🏼 https://www.instagram.com/tv_derana
🔗 Twitter 👉🏼 https://twitter.com/tvderana
🔗 TikTok 👉🏼 https://www.tiktok.com/@tvderanaofficial

TV Derana
SRI LANKA'S PREMIUM ENTERTAINMENT EXPERIENCE

#TVDerana #DeranaLK #kolambakattiya",TV Derana|Derana TV|Derana Teledramas|DeranaLK|TV Derana Offcial|Derana Programs|Derana Entertainment|Derana Viral Clips|Tv Derana New|Kusal Maduranga|Madushan Hathlahawatta|Shenaya VanHoff|Nino Araliya Jayakodi|Dusheni Miurangi|Sujani Maduwanthi|Jagath Muthukumarana|Rathnalalani Jayakodi|kolaba kattiya|Derana New Drama|Derana Teledrama|tv derana offcial|derana teledramas|kolaba kattiya today,2026-07-17T06:54:36Z,24,Entertainment,PT1M,hd,false,en,si,https://i.ytimg.com/vi/6MohYExak8U/hqdefault.jpg,False
9dA4ZJFCrBU,UCOtYyt7W5PmPnwQjWWF_Z-Q,අලුත් ලේලි දැක්කාම තමයි දෙන්නට තරු විසි වෙන්නේ 🤭,"අලුත් ලේලි දැක්කාම තමයි දෙන්නට තරු විසි වෙන්නේ 🤭

𝗙𝗨𝗟𝗟 𝗘𝗣𝗜𝗦𝗢𝗗𝗘 👉 https://hiru.lk/Z7j0f9
Siri - සිරී | සතියේ දින පහේම රාත්‍රී 6.00 ට හිරු TV තුළින්....
 
#HiruTV #HiruTVDigital  #Siri #සිරී",hiru tv|hiru tv digital|hiru tv sri lanka|hiru tv live|hiru tv official|hiru tv lk|hiru tv dramas|hiru tv teledramas|dramas hiru tv|teledramas hiru tv|hiru dramas|hiru teledramas|hiru tv programs|hiru tv drama clips|paata kurullo|hiru tv paata kurullo|ron soyaa|hiru tv ron soyaa|akurata yana welawe|podi waddo|happy hour|agara dagara|copy chat|Hiru Kumaru Adare Genalla|Amma|Tharu Adare|Sri Lanka Teledrama|Hiru TV Teledrama,2026-07-17T11:27:51Z,24,Entertainment,PT3M11S,hd,false,si,si,https://i.ytimg.com/vi/9dA4ZJFCrBU/hqdefault.jpg,False
bihz7svTj0g,UCCK3OZi788Ok44K97WAhLKQ,"නවගමුවෙන් වෙඩි පත්තු‍ වෙයි...තරුණයෙක් මරුට | ""ත්‍රීවිල් එකට දානකොට කකුල කැඩිලා තිබුණා...""","Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026,2026-07-17T01:38:41Z,25,News & Politics,PT1M26S,hd,false,si,si,https://i.ytimg.com/vi/bihz7svTj0g/hqdefault.jpg,False
T3QpuLAaa6s,UCCK3OZi788Ok44K97WAhLKQ,මහ රෑ නවගමුවෙන් ඇසුණ වෙඩි හඬ - ''මාව මරණවා බේරගන්න කිව්වා...එබිලා බලනකොට වැටිලා හිටියා''| Ada Derana,"Ada Derana | ශ්‍රී ලංකාවේ විශ්වසනීය හා ප්‍රමුඛතම පුවත් සපයන්නා

මහ රෑ නවගමුවෙන් ඇසුණ වෙඩි හඬ - ''මාව මරණවා බේරගන්න කිව්වා...එබිලා බලනකොට වැටිලා හිටියා''

#AdaDerana #News #SriLankaNews #LatestNews #DeranaNews #TVDerana #TrendingNews #ViralNews #SriLanka #SLnews",AdaDerana|News|TvDerana|Sri Lanka|Colombo News|sri lanka news|news today|news derana|news ada derana|ada derana news|news sri lanka|news now|adaderananews|ada derana|latest news|derana news|today news|2026|Nawagamuwa|Shoot,2026-07-17T07:04:22Z,25,News & Politics,PT1M52S,hd,false,si,si,https://i.ytimg.com/vi/T3QpuLAaa6s/hqdefault.jpg,False
pHiSGvwRSgE,UCgnFSj7jQffD5V5m05j4dPw,මදුරු කීට ඝනත්වය පිළිබද අලුත්ම වාර්තා. Visual Radio - 07 / 17 /2026,"මදුරු කීට ඝනත්වය පිළිබද අලුත්ම වාර්තා.
නිවුස්ෆස්ට් ප්‍රධාන ප්‍රවෘත්ති ප්‍රකාශය. 
නරඹන්න, පිවිසෙන්න. 
Visual Radio - 07 / 17 /2026 
ප්‍රවෘත්ති සංස්කරණය - සුමිත් අන්දරවැව.
ඉදිරිපත් කිරීම - තිලක්ෂණී මධුවන්ති.",,2026-07-17T03:25:06Z,24,Entertainment,PT16M37S,hd,false,si,si,https://i.ytimg.com/vi/pHiSGvwRSgE/hqdefault.jpg,False
9A2ZhPOAFX0,UCT83ymyAGm7Gnk_4ifxjxIA,පුලුවන් දෙයක් කරපං... | Knok Out - සති අග රාත්‍රී 7.30 ට,"Watch More : https://bit.ly/3ejZQRB

© 2026 by @Sri Lanka Rupavahini  
All rights reserved. No part of this video may be reproduced or transmitted in any form or by any means, electronic, mechanical, recording, or otherwise, without prior written permission of Sri Lanka Rupavahini Corporation.
----------------------------------------------------------------------------------------------
සියළුම හිමිකම් ඇවිරිණි.
නැවත පළ කිරීම, විකිණීම තහනම්ය.
----------------------------------------------------------------------------------------------
Follow on Us: 
================================================
Message on Us     : https://m.me/srilankarupavahini
Official Website     :  http://www.rupavahini.lk/channel1
Official Facebook  :  https://www.facebook.com/srilankarupavahini
Official Instagram  :  https://www.instagram.com/sri_lanka_rupavahini
Official Twitter        :  https://twitter.com/rupavahinitv
Official Tik Tok        : https://www.tiktok.com/@rupavahini_corporation
Music Channel        : https://www.youtube.com/@RooTunes
News Channel         : https://www.youtube.com/@Rupavahini_News
Rupavahini Plus      : https://www.youtube.com/@RUPAVAHINIPLUS
Nugasewana YouTube : https://www.youtube.com/@Nugasewana
Education Channel  : https://www.youtube.com/@JathikaPasala
24x7 LIVE Stream   : https://www.youtube.com/@rupavahiniLiveStream
--------------------------------------------------------------------------------------------------------------------
#SriLanka #Rupavahini #RupavahiniTV
La televisión de canal nacional en Sri Lanka",rupavahini|sri lanka rupavahini|rupavahini tv|sri lanka|sinhala|rupavahini teledrama|jathika rupavahini|sri lanka rupavahini youtube|rupavahini live|rupavahini live stream|rupavahini channel,2026-07-17T03:56:53Z,24,Entertainment,PT1M43S,hd,false,si,si,https://i.ytimg.com/vi/9A2ZhPOAFX0/hqdefault.jpg,False
9_P7ksX1-tM,UCckltLEhFLv8Xz_lQhYfwmg,වැලිසර ළය රෝහලේ අධ්‍යක්ෂවරිය රෝහලේ පරිපාලන කටයුතුවලට අපොහොසත් බව පවසා කාර්ය මණ්ඩලය විරෝධතාවයක,"වැලිසර ළය රෝහලේ අධ්‍යක්ෂවරිය රෝහලේ පරිපාලන කටයුතුවලට අපොහොසත් බව පවසා කාර්ය මණ්ඩලය විරෝධතාවයක - Hiru News

#HiruMedia #HiruSinhalaNews #HiruEnglishNews #LKA #Srilanka #TruthAtAllCosts",hiru news|hiru tv|hiru tv news|hiru news live|hiru tv news live|hiru news today|හිරු|හිරු ප්‍රවෘත්ති|හිරු නිවුස්|hiru news 11.55|hiru news 6.55|hiru news 9.55|breaking news|latest news|sri lanka news|sinhala news|english news|HiruMedia|News 2024,2026-07-17T18:09:55Z,25,News & Politics,PT58S,hd,false,si,si,https://i.ytimg.com/vi/9_P7ksX1-tM/hqdefault.jpg,False
IbSPnidumjw,UCgnFSj7jQffD5V5m05j4dPw,"ලංකා ඛණිජතෙල් නීතිගත සංස්ථාව, ලෝක වෙළඳපොළේ මිල උච්චාවචනයන් නිරීක්ෂණයක","ලංකා ඛණිජතෙල් නීතිගත සංස්ථාව, ලෝක වෙළඳපොළේ මිල උච්චාවචනයන් නිරීක්ෂණයක
#LKA #News1st #SL #Srilanka #CRD #IDR
Newsfirst.lk is a leading news website in Sri Lanka that provides a wide range of news and information on current events, politics, sports, weather, exams, business, entertainment, and world news. The website is known for its comprehensive coverage of breaking news and top stories from around the country and is a reliable source of up-to-date news and information. In addition to its news coverage, Newsfirst.lk also offers a variety of features and multimedia content, including video reports, podcasts, and photo galleries. Overall, Newsfirst.lk is an excellent resource for staying informed about the latest developments in Sri Lanka and around the world.


👉 Facebook Channel: https://m.me/j/AbaQ5X0ZEJrNW3q2/
👉 Whatsapp Channel එකට එකතු වෙන්න https://news1st.lk/WhatsappChannel
👉 Subscribe us: https://www.youtube.com/NewsFirstSrilanka

👉 JOIN US 
📌 Whatsapp - https://news1st.lk/whatsappg9
📌 Telegram - https://news1st.lk/Telegram  
📌 Viber - https://news1st.lk/viber  

👉 FOLLOW US    
📌Instagram - https://news1st.lk/instagram 
📌Youtube - https://news1st.lk/youtube 
📌Twitter - https://news1st.lk/twitter 
📌Tiktok - https://news1st.lk/tiktok 
📌Facebook - https://news1st.lk/facebook



Web: www.newsfirst.lk
Email: contact@newsfirst.lk
Telephone: +94 114792700

#News1st #SirasaTV #SirasaNews #BreakingNews #NewsLive #NewsfirstDigital #WithThePeople #NewsAtSeven #NewsAtTen  #WeReportYouDecide",breaking news sri lanka|cricket sri lanka|English news|Investigative journalism|Live streaming|sirasa news|sirasa tv|sri lanka|Sri Lanka news|Sri Lanka politics|Sri Lanka sports|TV news|ලංකා නිවුස්|ශ්‍රී ලංකා ප්‍රවෘත්ති|සිංහල නිව්ස්|news1st|Newsfirst Sri Lanka|Breaking News|Sri Lanka News Today|Sri Lanka News Live|Sri Lanka News Sinhala,2026-07-17T10:18:23Z,22,People & Blogs,PT2M50S,hd,false,si,si,https://i.ytimg.com/vi/IbSPnidumjw/hqdefault.jpg,False
jUYV5Qw6M8w,UCOtYyt7W5PmPnwQjWWF_Z-Q,අමේලියාට යශ්ව ගොඩක් මතක් වෙනවා 🥺,"අමේලියාට යශ්ව ගොඩක් මතක් වෙනවා 🥺 

Aththamai Man Oyata Adarei - ඇත්තමයි_මං_ඔයාට_ආදරෙයි | සතියේ දින පහේම රාත්‍රී 9.00 ට හිරු TV තුළින්...
#AththamaiManOyataAdarei #ඇත්තමයි_මං_ඔයාට_ආදරෙයි  #HiruTV #HiruTVDigital",hiru tv|hiru tv digital|hiru tv sri lanka|hiru tv live|hiru tv official|hiru tv lk|hiru tv dramas|hiru tv teledramas|dramas hiru tv|teledramas hiru tv|hiru dramas|hiru teledramas|hiru tv programs|hiru tv drama clips|paata kurullo|hiru tv paata kurullo|ron soyaa|hiru tv ron soyaa|akurata yana welawe|podi waddo|happy hour|agara dagara|copy chat|Hiru Kumaru Adare Genalla|Amma|Tharu Adare|Sri Lanka Teledrama|Hiru TV Teledrama,2026-07-17T06:45:09Z,24,Entertainment,PT1M45S,hd,false,si,si,https://i.ytimg.com/vi/jUYV5Qw6M8w/hqdefault.jpg,False
2WdflaMYw3Q,UCT83ymyAGm7Gnk_4ifxjxIA,Dorakada Dewola | දොරකඩ දෙවොල | Episode 54 - (2026.07.19) | Rupavahini TeleDrama,"Watch More : https://bit.ly/3ejZQRB

© 2026 by @Sri Lanka Rupavahini  
All rights reserved. No part of this video may be reproduced or transmitted in any form or by any means, electronic, mechanical, recording, or otherwise, without prior written permission of Sri Lanka Rupavahini Corporation.
----------------------------------------------------------------------------------------------
සියළුම හිමිකම් ඇවිරිණි.
නැවත පළ කිරීම, විකිණීම තහනම්ය.
----------------------------------------------------------------------------------------------
Follow on Us: 
================================================
Message on Us     : https://m.me/srilankarupavahini
Official Website     :  http://www.rupavahini.lk/channel1
Official Facebook  :  https://www.facebook.com/srilankarupavahini
Official Instagram  :  https://www.instagram.com/sri_lanka_rupavahini
Official Twitter        :  https://twitter.com/rupavahinitv
Official Tik Tok        : https://www.tiktok.com/@rupavahini_corporation
Music Channel        : https://www.youtube.com/@RooTunes
News Channel         : https://www.youtube.com/@Rupavahini_News
Rupavahini Plus      : https://www.youtube.com/@RUPAVAHINIPLUS
Nugasewana YouTube : https://www.youtube.com/@Nugasewana
Education Channel  : https://www.youtube.com/@JathikaPasala
24x7 LIVE Stream   : https://www.youtube.com/@rupavahiniLiveStream
--------------------------------------------------------------------------------------------------------------------
#SriLanka #Rupavahini #RupavahiniTV
La televisión de canal nacional en Sri Lanka",rupavahini|sri lanka rupavahini|rupavahini tv|sri lanka|sinhala|rupavahini teledrama|jathika rupavahini|sri lanka rupavahini youtube|rupavahini live|rupavahini live stream|rupavahini channel,2026-07-17T09:45:31Z,24,Entertainment,,hd,false,si,si,https://i.ytimg.com/vi/2WdflaMYw3Q/hqdefault.jpg,False
